observation_id,common_name,scientific_name,relative_path,observed_on,photo_count,latitude,longitude,user_login,inat_url,query_species,image_1,image_2
42128671,Cooper's Hawk,Astur cooperii,images/Coopers_Hawk/42128671,2020-04-08 16:15:00,4,44.974057,-92.972065,raho,https://www.inaturalist.org/observations/42128671,Coopers Hawk,66871446.jpg,66871451.jpg
64037962,Cooper's Hawk,Astur cooperii,images/Coopers_Hawk/64037962,2020-10-28 16:32:00,4,41.1778501,-73.868899,karalyn,https://www.inaturalist.org/observations/64037962,Coopers Hawk,102883419.jpg,102883656.jpg
64446354,Costa's Hummingbird,Calypte costae,images/Costas_Hummingbird/64446354,2020-11-08 08:09:00,22,33.7064830935,-117.21552786,knight17,https://www.inaturalist.org/observations/64446354,Costas Hummingbird,103673342.jpg,103673339.jpg
106184009,Crested Caracara,Caracara plancus,images/Crested_Caracara/106184009,2022-02-05 12:20:03,2,50.8880969895,4.2504566035,familyds,https://www.inaturalist.org/observations/106184009,Crested Caracara,178331627.jpg,178331640.jpg
107041963,Crested Caracara,Caracara plancus,images/Crested_Caracara/107041963,2022-01-06 10:43:15,3,-45.1956480429,-66.5229285881,evaristoso,https://www.inaturalist.org/observations/107041963,Crested Caracara,179951710.jpg,179951780.jpg
130576741,Curve-billed Thrasher,Toxostoma curvirostre,images/Curve-billed_Thrasher/130576741,2022-07-16 20:12:00,4,19.4677431828,-99.0548415396,panecillo,https://www.inaturalist.org/observations/130576741,Curve-billed Thrasher,222087789.jpg,222087384.jpg
102430636,Dark-eyed Junco,Junco hyemalis,images/Dark-eyed_Junco/102430636,2021-12-03 12:03:00,2,49.0545382311,-122.3442213348,clearbrookmlb,https://www.inaturalist.org/observations/102430636,Dark-eyed Junco,171221087.jpg,171219775.jpg
112475990,Dark-eyed Junco,Junco hyemalis,images/Dark-eyed_Junco/112475990,2022-04-22 11:55:00,7,44.688907,-77.212494,mhalsted,https://www.inaturalist.org/observations/112475990,Dark-eyed Junco,189978866.jpg,189978542.jpg
97963047,Dickcissel,Spiza americana,images/Dickcissel/97963047,2021-10-11 14:09:00,3,42.8360672519,-72.5497613619,coleen61,https://www.inaturalist.org/observations/97963047,Dickcissel,163072493.jpg,163072499.jpg
314886761,Dickcissel,Spiza americana,images/Dickcissel/314886761,2025-09-13 15:21:39,9,41.8532166667,-73.9827483333,asio-otus1,https://www.inaturalist.org/observations/314886761,Dickcissel,568776291.jpg,568776470.jpg
101582362,Double-crested Cormorant,Nannopterum auritum,images/Double-crested_Cormorant/101582362,2021-11-20 07:35:00,5,37.871365,-122.3220066667,phylogenomics,https://www.inaturalist.org/observations/101582362,Double-crested Cormorant,169664067.jpg,169664025.jpg
101740561,Downy Woodpecker,Dryobates pubescens,images/Downy_Woodpecker/101740561,2021-11-22 16:02:00,3,37.8673712099,-87.5262359798,pinefrog,https://www.inaturalist.org/observations/101740561,Downy Woodpecker,169943089.jpg,169943068.jpg
105542582,Downy Woodpecker,Dryobates pubescens,images/Downy_Woodpecker/105542582,2022-01-24 17:44:50,2,45.1183132514,-75.8696203306,ayatana_biophilium,https://www.inaturalist.org/observations/105542582,Downy Woodpecker,177108987.jpg,177108982.jpg
49256379,Dunlin,Calidris alpina,images/Dunlin/49256379,2018-10-06 14:04:00,9,54.7147114578,13.0485864965,wbettighofer,https://www.inaturalist.org/observations/49256379,Dunlin,78188820.jpg,78188843.jpg
145318169,Dunlin,Calidris alpina,images/Dunlin/145318169,2022-05-24 07:09:00,10,41.7812025358,-87.5709498042,jingyilu,https://www.inaturalist.org/observations/145318169,Dunlin,249606973.jpg,249606930.jpg
37289609,Eared Grebe,Podiceps nigricollis,images/Eared_Grebe/37289609,2020-01-04 08:32:00,2,37.8078133333,-122.2518933333,tiwane,https://www.inaturalist.org/observations/37289609,Eared Grebe,59088206.jpg,59088211.jpg
53399421,Eared Grebe,Podiceps nigricollis,images/Eared_Grebe/53399421,2020-07-15 06:38:00,3,36.0808510268,-115.0005221116,lonnyholmes,https://www.inaturalist.org/observations/53399421,Eared Grebe,84930190.jpg,84930536.jpg
103097083,Eastern Bluebird,Sialia sialis,images/Eastern_Bluebird/103097083,2021-12-14 11:40:00,4,43.071915955,-72.6543806842,ckhunt,https://www.inaturalist.org/observations/103097083,Eastern Bluebird,172477364.jpg,172477389.jpg
105854726,Eastern Bluebird,Sialia sialis,images/Eastern_Bluebird/105854726,2022-01-30 13:01:00,3,43.071915955,-72.6543806842,ckhunt,https://www.inaturalist.org/observations/105854726,Eastern Bluebird,177719984.jpg,177706070.jpg
105047322,Eastern Kingbird,Tyrannus tyrannus,images/Eastern_Kingbird/105047322,2018-08-13 07:58:00,2,33.7708538741,-83.6970056217,williamwisephoto,https://www.inaturalist.org/observations/105047322,Eastern Kingbird,176161804.jpg,176161797.jpg
75261574,Eastern Meadowlark,Sturnella magna,images/Eastern_Meadowlark/75261574,2021-04-23 18:38:00,2,40.285226444,-76.2385165641,jessicaleighallen,https://www.inaturalist.org/observations/75261574,Eastern Meadowlark,123099754.jpg,123099734.jpg
83942101,Eastern Meadowlark,Sturnella magna,images/Eastern_Meadowlark/83942101,2021-06-16 07:10:00,2,44.0789816598,-72.0185166644,hill_jasonm,https://www.inaturalist.org/observations/83942101,Eastern Meadowlark,137908486.jpg,137908497.jpg
59648244,Eastern Phoebe,Sayornis phoebe,images/Eastern_Phoebe/59648244,2020-09-14 00:00:00,2,32.9673277618,-96.6613456814,scott870,https://www.inaturalist.org/observations/59648244,Eastern Phoebe,95322245.jpg,95323060.jpg
107394694,Eastern Phoebe,Sayornis phoebe,images/Eastern_Phoebe/107394694,2022-02-24 10:51:00,2,34.1567861111,-118.2937055556,sessilefielder,https://www.inaturalist.org/observations/107394694,Eastern Phoebe,180612574.jpg,180612592.jpg
20067087,Eastern Screech-Owl,Megascops asio,images/Eastern_Screech-Owl/20067087,2019-02-03 08:30:00,2,42.3720009796,-71.1473128351,kyletansley,https://www.inaturalist.org/observations/20067087,Eastern Screech-Owl,30985321.jpg,30985315.jpg
61182251,Eastern Screech-Owl,Megascops asio,images/Eastern_Screech-Owl/61182251,2020-09-28 19:05:00,3,40.124105432,-75.1945975692,adventurehiker,https://www.inaturalist.org/observations/61182251,Eastern Screech-Owl,97876441.jpg,97876950.jpg
52312259,Eastern Towhee,Pipilo erythrophthalmus,images/Eastern_Towhee/52312259,2020-07-07 07:55:00,2,33.5060587663,-86.8052185802,kbakkegard,https://www.inaturalist.org/observations/52312259,Eastern Towhee,83151330.jpg,83151719.jpg
55112226,Eastern Towhee,Pipilo erythrophthalmus,images/Eastern_Towhee/55112226,2020-08-01 16:40:00,2,37.4116705611,-77.6045610936,ann278,https://www.inaturalist.org/observations/55112226,Eastern Towhee,87735359.jpg,87735370.jpg
49462444,Eastern Wood-Pewee,Contopus virens,images/Eastern_Wood-Pewee/49462444,2018-05-06 00:00:00,3,30.62209,-104.106684,donna74,https://www.inaturalist.org/observations/49462444,Eastern Wood-Pewee,78518727.jpg,78518610.jpg
306590794,Eastern Wood-Pewee,Contopus virens,images/Eastern_Wood-Pewee/306590794,2025-08-14 19:53:00,2,46.392245,-64.787566,olivia_ds,https://www.inaturalist.org/observations/306590794,Eastern Wood-Pewee,552912064.jpg,552913438.jpg
121420255,Eurasian Collared-Dove,Streptopelia decaocto,images/Eurasian_Collared-Dove/121420255,2022-05-20 09:46:00,2,16.9303298593,-89.889636162,ricardelremate,https://www.inaturalist.org/observations/121420255,Eurasian Collared-Dove,205463948.jpg,205458661.jpg
58930862,European Starling,Sturnus vulgaris,images/European_Starling/58930862,2020-09-08 17:18:00,2,-33.2744328191,149.0952564006,jamieramsay,https://www.inaturalist.org/observations/58930862,European Starling,94119459.jpg,94119455.jpg
82730460,Evening Grosbeak,Coccothraustes vespertinus,images/Evening_Grosbeak/82730460,2021-06-12 10:58:00,2,49.2478715205,-122.8323805184,byngbirder,https://www.inaturalist.org/observations/82730460,Evening Grosbeak,135806473.jpg,135806459.jpg
88905562,Evening Grosbeak,Coccothraustes vespertinus,images/Evening_Grosbeak/88905562,2021-03-17 00:23:00,2,39.7958872721,-74.2765595582,stitch58,https://www.inaturalist.org/observations/88905562,Evening Grosbeak,147205918.jpg,146753145.jpg
66789876,Field Sparrow,Spizella pusilla,images/Field_Sparrow/66789876,2020-12-19 10:39:00,2,40.1403674638,-75.0755799947,kdstutzman,https://www.inaturalist.org/observations/66789876,Field Sparrow,107749539.jpg,107749961.jpg
138541593,Field Sparrow,Spizella pusilla,images/Field_Sparrow/138541593,2022-08-25 08:33:49,2,41.7623139217,-79.5854454115,snakeeater,https://www.inaturalist.org/observations/138541593,Field Sparrow,236815094.jpg,238247766.jpg
71842641,Fish Crow,Corvus ossifragus,images/Fish_Crow/71842641,2021-03-20 02:31:59,3,32.6853373283,-84.642605141,e-a,https://www.inaturalist.org/observations/71842641,Fish Crow,117032651.jpg,117032635.jpg
102465348,Florida Scrub-Jay,Aphelocoma coerulescens,images/Florida_Scrub-Jay/102465348,2021-09-03 11:05:00,2,28.9354055327,-81.256751072,wendymears,https://www.inaturalist.org/observations/102465348,Florida Scrub-Jay,171290553.jpg,171289561.jpg
104878848,Florida Scrub-Jay,Aphelocoma coerulescens,images/Florida_Scrub-Jay/104878848,2022-01-13 09:54:00,5,27.1708750875,-82.4640608824,jamesrogers2,https://www.inaturalist.org/observations/104878848,Florida Scrub-Jay,175836766.jpg,175836748.jpg
67557366,Forster's Tern,Sterna forsteri,images/Forsters_Tern/67557366,2021-01-03 10:12:00,4,25.1951201228,-80.7916509069,joemdo,https://www.inaturalist.org/observations/67557366,Forsters Tern,109177641.jpg,109177632.jpg
262227135,Fox Sparrow,Passerella iliaca,images/Fox_Sparrow/262227135,2025-02-02 15:29:00,2,49.2706422421,-123.1973107319,rod_mclatchy,https://www.inaturalist.org/observations/262227135,Fox Sparrow,471114707.jpg,471114717.jpg
105188753,Fox Sparrow,Passerella iliaca,images/Fox_Sparrow/105188753,2022-01-18 13:06:00,2,47.6607781239,-122.4162644192,sprcrkwild,https://www.inaturalist.org/observations/105188753,Fox Sparrow,176434558.jpg,176434548.jpg
318671952,Gadwall,Mareca strepera,images/Gadwall/318671952,2025-10-04 15:44:30,8,54.6923530414,20.51060725,anastasiya91853,https://www.inaturalist.org/observations/318671952,Gadwall,576440281.jpg,575969041.jpg
104724295,Gadwall,Mareca strepera,images/Gadwall/104724295,2022-01-10 11:08:00,2,32.7888083333,-117.04540833,thumbwave,https://www.inaturalist.org/observations/104724295,Gadwall,175540830.jpg,175540266.jpg
130108422,Gambel's Quail,Callipepla gambelii,images/Gambels_Quail/130108422,2022-08-09 06:08:00,2,35.6921428249,-105.9638740193,mchapman,https://www.inaturalist.org/observations/130108422,Gambels Quail,221212574.jpg,221212537.jpg
145007828,Gambel's Quail,Callipepla gambelii,images/Gambels_Quail/145007828,2022-04-11 07:25:46,5,32.6717112683,-105.871537967,aidancampos,https://www.inaturalist.org/observations/145007828,Gambels Quail,249009033.jpg,249009016.jpg
50728083,Gila Woodpecker,Melanerpes uropygialis,images/Gila_Woodpecker/50728083,2020-06-22 19:02:00,2,25.018725,-107.5321233333,sosar,https://www.inaturalist.org/observations/50728083,Gila Woodpecker,80566355.jpg,80566340.jpg
225007340,Glaucous-winged Gull,Larus glaucescens,images/Glaucous-winged_Gull/225007340,2024-06-24 13:28:00,6,47.6082773581,-122.3438347224,ewrunn1ng,https://www.inaturalist.org/observations/225007340,Glaucous-winged Gull,398872559.jpg,398873407.jpg
70020217,Glaucous-winged Gull,Larus glaucescens,images/Glaucous-winged_Gull/70020217,2021-02-22 17:09:00,2,49.272895,-123.1345971667,sarahwestbury,https://www.inaturalist.org/observations/70020217,Glaucous-winged Gull,113750000.jpg,113750010.jpg
262330155,Glossy Ibis,Plegadis falcinellus,images/Glossy_Ibis/262330155,2024-06-13 09:56:00,2,43.3311,-70.5456,pjrohman,https://www.inaturalist.org/observations/262330155,Glossy Ibis,471274958.jpg,471275357.jpg
260296381,Glossy Ibis,Plegadis falcinellus,images/Glossy_Ibis/260296381,2025-01-31 17:01:28,6,25.9718162767,-81.5553959857,matthew_woodring,https://www.inaturalist.org/observations/260296381,Glossy Ibis,photo_2.jpg,photo_1.jpg
107827427,Golden Eagle,Aquila chrysaetos,images/Golden_Eagle/107827427,2022-02-05 13:50:00,9,31.1338144802,-108.3505535476,enriquepecar,https://www.inaturalist.org/observations/107827427,Golden Eagle,181428946.jpg,181429031.jpg
108755719,Golden Eagle,Aquila chrysaetos,images/Golden_Eagle/108755719,2022-03-16 15:30:32,4,17.5088027423,-97.2826114055,sopasbar,https://www.inaturalist.org/observations/108755719,Golden Eagle,183170862.jpg,183170895.jpg
131407421,Golden-crowned Kinglet,Regulus satrapa,images/Golden-crowned_Kinglet/131407421,2022-08-08 16:19:00,3,57.9835570642,-152.2931246021,djlavor,https://www.inaturalist.org/observations/131407421,Golden-crowned Kinglet,223621840.jpg,223621699.jpg
135849664,Golden-crowned Kinglet,Regulus satrapa,images/Golden-crowned_Kinglet/135849664,2022-09-20 09:10:00,5,45.9218144711,-64.2853936586,scotiaspinner,https://www.inaturalist.org/observations/135849664,Golden-crowned Kinglet,231767698.jpg,231767719.jpg
144449227,Golden-crowned Sparrow,Zonotrichia atricapilla,images/Golden-crowned_Sparrow/144449227,2022-12-15 10:58:00,3,49.0983242729,-123.1788218571,kmkrebs,https://www.inaturalist.org/observations/144449227,Golden-crowned Sparrow,247917860.jpg,247917849.jpg
96739921,Golden-fronted Woodpecker,Melanerpes aurifrons,images/Golden-fronted_Woodpecker/96739921,2021-09-05 11:05:00,2,16.9970017789,-89.7026289755,ricardelremate,https://www.inaturalist.org/observations/96739921,Golden-fronted Woodpecker,160760789.jpg,160760452.jpg
104247515,Golden-fronted Woodpecker,Melanerpes aurifrons,images/Golden-fronted_Woodpecker/104247515,2021-11-22 12:54:00,3,16.9969842805,-89.7026606478,ricardelremate,https://www.inaturalist.org/observations/104247515,Golden-fronted Woodpecker,174654001.jpg,174654288.jpg
58419812,Gray Catbird,Dumetella carolinensis,images/Gray_Catbird/58419812,2018-10-18 10:10:00,2,50.0672443,-5.7017544,glosterbirder,https://www.inaturalist.org/observations/58419812,Gray Catbird,190616004.jpg,93267203.jpg
121003088,Gray Catbird,Dumetella carolinensis,images/Gray_Catbird/121003088,2022-06-07 15:56:00,6,35.0820968813,-81.6818999853,jtmartin54,https://www.inaturalist.org/observations/121003088,Gray Catbird,204715825.jpg,204715604.jpg
320568686,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,images/Gray-crowned_Rosy-Finch/320568686,2025-10-12 10:06:43,3,48.5076289818,-122.6769155636,coffearobusta42,https://www.inaturalist.org/observations/320568686,Gray-crowned Rosy-Finch,photo_2.jpg,photo_1.jpg
55305240,Great Black-backed Gull,Larus marinus,images/Great_Black-backed_Gull/55305240,2020-08-03 17:41:00,3,65.0393302904,25.4200683806,uusijani,https://www.inaturalist.org/observations/55305240,Great Black-backed Gull,88055638.jpg,88055677.jpg
78770557,Great Black-backed Gull,Larus marinus,images/Great_Black-backed_Gull/78770557,2021-05-14 20:37:15,2,46.0915638889,-64.7541527778,citrusand,https://www.inaturalist.org/observations/78770557,Great Black-backed Gull,128951291.jpg,128951265.jpg
92937647,Great Blue Heron,Ardea herodias,images/Great_Blue_Heron/92937647,2021-08-21 16:35:44,4,30.2469033333,-87.6670616667,lightning_whelk,https://www.inaturalist.org/observations/92937647,Great Blue Heron,153957427.jpg,153957579.jpg
179159073,Great Cormorant,Phalacrocorax carbo,images/Great_Cormorant/179159073,2023-07-16 00:00:00,2,52.3576589973,4.8664904013,ettore_turatti,https://www.inaturalist.org/observations/179159073,Great Cormorant,311871305.jpg,311871345.jpg
41802051,Great Crested Flycatcher,Myiarchus crinitus,images/Great_Crested_Flycatcher/41802051,2019-11-29 10:49:00,3,26.2550718241,-81.7854300517,djlavor,https://www.inaturalist.org/observations/41802051,Great Crested Flycatcher,342337685.jpg,342336912.jpg
287424960,Great Egret,Ardea alba,images/Great_Egret/287424960,2025-06-06 10:30:00,4,-32.5288365578,-58.0319711042,santiagomailhos,https://www.inaturalist.org/observations/287424960,Great Egret,516807947.jpg,516807967.jpg
116876511,Great Egret,Ardea alba,images/Great_Egret/116876511,2022-05-10 17:18:22,3,8.34877765,-75.56590555,dalianams,https://www.inaturalist.org/observations/116876511,Great Egret,197324534.jpg,197324553.jpg
114087551,Great Horned Owl,Bubo virginianus,images/Great_Horned_Owl/114087551,2022-04-30 13:06:00,4,42.0559299444,-71.3585,dalien,https://www.inaturalist.org/observations/114087551,Great Horned Owl,192691833.jpg,192693496.jpg
137191872,Great Horned Owl,Bubo virginianus,images/Great_Horned_Owl/137191872,2022-09-30 17:17:00,18,-34.6633388552,-58.3145581978,diego_t,https://www.inaturalist.org/observations/137191872,Great Horned Owl,234255867.jpg,234255813.jpg
50225652,Great-tailed Grackle,Quiscalus mexicanus,images/Great-tailed_Grackle/50225652,2017-11-01 11:00:00,2,19.3259399536,-99.1512117403,aguilargm,https://www.inaturalist.org/observations/50225652,Great-tailed Grackle,79757369.jpg,79757256.jpg
58688152,Great-tailed Grackle,Quiscalus mexicanus,images/Great-tailed_Grackle/58688152,2020-08-27 00:00:00,2,16.8044593994,-93.2735160725,jhumbertocg,https://www.inaturalist.org/observations/58688152,Great-tailed Grackle,93716886.jpg,93716808.jpg
65334858,Greater Roadrunner,Geococcyx californianus,images/Greater_Roadrunner/65334858,2020-11-20 16:05:00,3,35.2099007652,-106.449003368,jnstuart,https://www.inaturalist.org/observations/65334858,Greater Roadrunner,105137710.jpg,105138307.jpg
104241787,Greater Roadrunner,Geococcyx californianus,images/Greater_Roadrunner/104241787,2022-01-02 11:21:00,11,33.6339799963,-117.8465071101,lglevanik,https://www.inaturalist.org/observations/104241787,Greater Roadrunner,174637666.jpg,174637614.jpg
66827018,Greater Scaup,Aythya marila,images/Greater_Scaup/66827018,2020-12-19 14:33:00,6,33.8715955605,-98.5281350886,dhalter,https://www.inaturalist.org/observations/66827018,Greater Scaup,107820029.jpg,107820276.jpg
68824925,Greater Scaup,Aythya marila,images/Greater_Scaup/68824925,2021-01-30 10:13:00,2,34.08156,-117.1390066667,guyincognito,https://www.inaturalist.org/observations/68824925,Greater Scaup,111538655.jpg,111538645.jpg
120550369,Greater White-fronted Goose,Anser albifrons,images/Greater_White-fronted_Goose/120550369,2022-06-06 11:50:53,5,51.1900739349,-114.4953540689,idfennell,https://www.inaturalist.org/observations/120550369,Greater White-fronted Goose,203907773.jpg,203907794.jpg
146363219,Greater White-fronted Goose,Anser albifrons,images/Greater_White-fronted_Goose/146363219,2023-01-11 13:35:19,3,33.9329440746,-80.9433739479,slambert40,https://www.inaturalist.org/observations/146363219,Greater White-fronted Goose,251616148.jpg,251616063.jpg
82371636,Greater Yellowlegs,Tringa melanoleuca,images/Greater_Yellowlegs/82371636,2021-06-09 16:11:00,2,49.8865100246,-74.3961149391,ygobeil,https://www.inaturalist.org/observations/82371636,Greater Yellowlegs,135178347.jpg,135178342.jpg
132491311,Greater Yellowlegs,Tringa melanoleuca,images/Greater_Yellowlegs/132491311,2022-08-26 09:41:00,4,46.9658881391,-65.5831007989,aidanrich,https://www.inaturalist.org/observations/132491311,Greater Yellowlegs,225619788.jpg,225619842.jpg
15883102,Green Heron,Butorides virescens,images/Green_Heron/15883102,2018-08-25 12:08:00,4,44.5251929944,-73.2558153442,kyletansley,https://www.inaturalist.org/observations/15883102,Green Heron,23752915.jpg,23752752.jpg
147067586,Green-tailed Towhee,Pipilo chlorurus,images/Green-tailed_Towhee/147067586,2023-01-21 11:04:00,2,41.484693558,-71.2384491877,cyric,https://www.inaturalist.org/observations/147067586,Green-tailed Towhee,252994045.jpg,252994060.jpg
202718032,Green-winged Teal,Anas crecca,images/Green-winged_Teal/202718032,2024-01-19 13:43:00,7,51.3545488227,12.3461198793,mobbini,https://www.inaturalist.org/observations/202718032,Green-winged Teal,358055329.jpg,358054592.jpg
158759904,Green-winged Teal,Anas crecca,images/Green-winged_Teal/158759904,2023-05-01 13:31:00,4,59.844383,30.207042,tivanik,https://www.inaturalist.org/observations/158759904,Green-winged Teal,274320294.jpg,274320221.jpg
68948933,Hairy Woodpecker,Dryobates villosus,images/Hairy_Woodpecker/68948933,2021-01-31 16:11:00,3,35.4134933333,-118.9915083333,taco_night,https://www.inaturalist.org/observations/68948933,Hairy Woodpecker,111770816.jpg,111770810.jpg
69338599,Hairy Woodpecker,Dryobates villosus,images/Hairy_Woodpecker/69338599,2021-02-07 12:24:00,2,43.071915955,-72.6543806842,ckhunt,https://www.inaturalist.org/observations/69338599,Hairy Woodpecker,112501433.jpg,112501404.jpg
46460800,Harlequin Duck,Histrionicus histrionicus,images/Harlequin_Duck/46460800,2020-05-17 11:19:00,5,49.3055833333,-114.3051883333,jasonheadley,https://www.inaturalist.org/observations/46460800,Harlequin Duck,73643647.jpg,73643603.jpg
57774112,Harlequin Duck,Histrionicus histrionicus,images/Harlequin_Duck/57774112,2016-07-08 14:32:00,3,60.8674366667,-149.6311383333,johneppler,https://www.inaturalist.org/observations/57774112,Harlequin Duck,92183338.jpg,92183311.jpg
143537842,Harris's Hawk,Parabuteo unicinctus,images/Harriss_Hawk/143537842,2014-11-10 12:54:00,3,25.9428243,-97.4810737,rich10,https://www.inaturalist.org/observations/143537842,Harriss Hawk,411641497.jpg,246239804.jpg
153868694,Harris's Hawk,Parabuteo unicinctus,images/Harriss_Hawk/153868694,2023-04-07 15:00:29,4,20.6524258197,-103.2970846102,reximiliano,https://www.inaturalist.org/observations/153868694,Harriss Hawk,265807363.jpg,265807424.jpg
118608794,Harris's Sparrow,Zonotrichia querula,images/Harriss_Sparrow/118608794,2022-05-21 09:36:00,2,49.9576616322,-97.1345705062,k_a_m,https://www.inaturalist.org/observations/118608794,Harriss Sparrow,200416150.jpg,200416149.jpg
318293992,Harris's Sparrow,Zonotrichia querula,images/Harriss_Sparrow/318293992,2025-10-02 16:40:00,2,49.8204405,-97.2249257,kirstynleighe,https://www.inaturalist.org/observations/318293992,Harriss Sparrow,575240542.jpg,575240502.jpg
118672153,Heermann's Gull,Larus heermanni,images/Heermanns_Gull/118672153,2011-09-03 13:12:00,2,48.1246277778,-122.9596777778,johnrosford,https://www.inaturalist.org/observations/118672153,Heermanns Gull,200531347.jpg,200531329.jpg
90108371,Hermit Thrush,Catharus guttatus,images/Hermit_Thrush/90108371,2021-08-01 01:58:00,3,39.3019378687,-119.9340803353,jaretcross,https://www.inaturalist.org/observations/90108371,Hermit Thrush,148880364.jpg,148880337.jpg
104482856,Hermit Thrush,Catharus guttatus,images/Hermit_Thrush/104482856,2022-01-03 15:24:00,2,35.6065996554,-88.939199922,greenesnake,https://www.inaturalist.org/observations/104482856,Hermit Thrush,175078646.jpg,175078901.jpg
93926521,Hermit Warbler,Setophaga occidentalis,images/Hermit_Warbler/93926521,2021-09-05 17:10:00,3,19.2717252547,-99.2395627497,topexitl,https://www.inaturalist.org/observations/93926521,Hermit Warbler,155738691.jpg,155738768.jpg
152460194,Hermit Warbler,Setophaga occidentalis,images/Hermit_Warbler/152460194,2023-03-26 12:17:00,2,20.7604120171,-102.58898832,bodofzt,https://www.inaturalist.org/observations/152460194,Hermit Warbler,263193437.jpg,263193452.jpg
52147784,Hooded Merganser,Lophodytes cucullatus,images/Hooded_Merganser/52147784,2017-09-28 00:00:00,2,43.7051427778,-83.5251067667,michiganhummingbirdguy,https://www.inaturalist.org/observations/52147784,Hooded Merganser,82880113.jpg,82879986.jpg
87058051,Hooded Oriole,Icterus cucullatus,images/Hooded_Oriole/87058051,2021-07-14 15:44:05,4,31.7583546087,-111.1688154563,santaritawatcher,https://www.inaturalist.org/observations/87058051,Hooded Oriole,143502981.jpg,143502942.jpg
106392096,Hooded Oriole,Icterus cucullatus,images/Hooded_Oriole/106392096,2022-02-08 11:54:09,4,21.446559,-99.6363939722,maya321,https://www.inaturalist.org/observations/106392096,Hooded Oriole,178715117.jpg,178715046.jpg
103770538,Hooded Warbler,Setophaga citrina,images/Hooded_Warbler/103770538,2021-12-26 07:42:00,2,20.8770175906,-87.0816388251,fam_marin_flores,https://www.inaturalist.org/observations/103770538,Hooded Warbler,173756732.jpg,173756740.jpg
104942464,Hooded Warbler,Setophaga citrina,images/Hooded_Warbler/104942464,2021-11-30 17:04:00,3,16.9981974547,-89.7013961589,ricardelremate,https://www.inaturalist.org/observations/104942464,Hooded Warbler,175961293.jpg,175961547.jpg
43867141,Horned Grebe,Podiceps auritus,images/Horned_Grebe/43867141,2020-04-26 19:28:01,7,51.610269,5.052026,paulcools,https://www.inaturalist.org/observations/43867141,Horned Grebe,69570432.jpg,69570429.jpg
61461009,Horned Grebe,Podiceps auritus,images/Horned_Grebe/61461009,2020-08-23 13:45:00,3,60.2087728551,25.0017093891,sandsar,https://www.inaturalist.org/observations/61461009,Horned Grebe,98355870.jpg,98355724.jpg
108950227,Horned Lark,Eremophila alpestris,images/Horned_Lark/108950227,2022-03-18 09:24:00,2,42.897836,-70.815288,tz_nh,https://www.inaturalist.org/observations/108950227,Horned Lark,183537136.jpg,183537105.jpg
41636453,House Finch,Haemorhous mexicanus,images/House_Finch/41636453,2020-03-21 14:45:00,7,42.427265,-71.1232966667,dalien,https://www.inaturalist.org/observations/41636453,House Finch,66050901.jpg,66050976.jpg
90323483,House Finch,Haemorhous mexicanus,images/House_Finch/90323483,2021-06-26 11:20:00,2,19.4642683085,-99.0457586197,panecillo,https://www.inaturalist.org/observations/90323483,House Finch,149266565.jpg,149265632.jpg
72741782,House Sparrow,Passer domesticus,images/House_Sparrow/72741782,2021-03-26 17:19:00,2,19.4643399206,-99.0456809332,panecillo,https://www.inaturalist.org/observations/72741782,House Sparrow,118652708.jpg,118652886.jpg
103556142,House Sparrow,Passer domesticus,images/House_Sparrow/103556142,2021-12-21 14:00:00,3,39.9242266,-83.8088171,terrinorris,https://www.inaturalist.org/observations/103556142,House Sparrow,173345449.jpg,173345239.jpg
135388994,Hutton's Vireo,Vireo huttoni,images/Huttons_Vireo/135388994,2022-09-17 09:08:25,4,34.1326320763,-117.7655511349,jasminott,https://www.inaturalist.org/observations/135388994,Huttons Vireo,230908971.jpg,230908932.jpg
188450049,Hutton's Vireo,Vireo huttoni,images/Huttons_Vireo/188450049,2023-10-21 17:52:54,2,21.2942791997,-100.1268149997,fernando_soria,https://www.inaturalist.org/observations/188450049,Huttons Vireo,329832332.jpg,329832305.jpg
105397762,Inca Dove,Columbina inca,images/Inca_Dove/105397762,2022-01-22 12:53:00,2,21.1825504295,-101.6783242758,luisave,https://www.inaturalist.org/observations/105397762,Inca Dove,176833230.jpg,176833319.jpg
125207967,Inca Dove,Columbina inca,images/Inca_Dove/125207967,2022-06-12 17:12:00,2,19.4643009893,-99.0456122585,panecillo,https://www.inaturalist.org/observations/125207967,Inca Dove,212315915.jpg,212311598.jpg
74112992,Indigo Bunting,Passerina cyanea,images/Indigo_Bunting/74112992,2021-04-15 17:22:00,3,19.9750198677,-99.1771561047,ivanresendizcruz,https://www.inaturalist.org/observations/74112992,Indigo Bunting,121093140.jpg,121093112.jpg
123777337,Indigo Bunting,Passerina cyanea,images/Indigo_Bunting/123777337,2022-06-19 17:55:00,8,41.7983466257,-87.5938789765,jingyilu,https://www.inaturalist.org/observations/123777337,Indigo Bunting,209724758.jpg,209724806.jpg
104875329,Juniper Titmouse,Baeolophus ridgwayi,images/Juniper_Titmouse/104875329,2017-10-28 09:50:00,2,40.1399941058,-111.6036476245,krechols13,https://www.inaturalist.org/observations/104875329,Juniper Titmouse,175829856.jpg,175829867.jpg
